ZIPCODE,Avg Gross Income,Lat,Long,JSON-style lat/lon/money
22959,51280,37.935994,-78.64088,"37.935994, -78.64088, 51280"
22960,216201,38.231526,-78.07923,"38.231526, -78.07923, 216201"
22963,407620,37.871021,-78.30837,"37.871021, -78.30837, 407620"
22964,6457,37.725074,-78.99245,"37.725074, -78.99245, 6457"
22967,48763,37.79151,-78.98961,"37.79151, -78.98961, 48763"
22968,245544,38.233717,-78.41009,"38.233717, -78.41009, 245544"
22969,22558,37.792343,-78.69417,"37.792343, -78.69417, 22558"
22971,29860,37.74747,-78.80233,"37.74747, -78.80233, 29860"
22972,18637,38.214023,-78.21596,"38.214023, -78.21596, 18637"
22973,132927,38.301191,-78.46396,"38.301191, -78.46396, 132927"
22974,116671,37.959376,-78.26353,"37.959376, -78.26353, 116671"
22976,3986,37.840892,-79.02459,"37.840892, -79.02459, 3986"
22980,655127,38.076547,-78.89839,"38.076547, -78.89839, 655127"
23002,217407,37.338511,-77.95893,"37.338511, -77.95893, 217407"
23004,15002,37.673369,-78.38899,"37.673369, -78.38899, 15002"
23005,419003,37.754254,-77.47465,"37.754254, -77.47465, 419003"
23009,161160,37.790757,-77.17553,"37.790757, -77.17553, 161160"
23011,33171,37.478184,-76.81384,"37.478184, -76.81384, 33171"
23015,127398,37.931011,-77.64296,"37.931011, -77.64296, 127398"
23022,15487,37.728067,-78.26865,"37.728067, -78.26865, 15487"
23023,8232,37.777938,-76.95055,"37.777938, -76.95055, 8232"
23024,204380,37.961187,-77.76824,"37.961187, -77.76824, 204380"
23027,23735,37.653694,-78.11902,"37.653694, -78.11902, 23735"
23030,115652,37.342306,-77.0731,"37.342306, -77.0731, 115652"
23032,5702,37.674655,-76.68104,"37.674655, -76.68104, 5702"
23035,34785,37.514774,-76.37543,"37.514774, -76.37543, 34785"
23038,37440,37.758949,-78.14009,"37.758949, -78.14009, 37440"
23039,64800,37.643406,-77.80709,"37.643406, -77.80709, 64800"
23040,70594,37.522085,-78.2553,"37.522085, -78.2553, 70594"
23043,48823,37.550168,-76.34327,"37.550168, -76.34327, 48823"
23047,66582,37.855002,-77.47011,"37.855002, -77.47011, 66582"
23050,18779,37.490365,-76.44118,"37.490365, -76.44118, 18779"
23055,23770,37.782109,-78.23472,"37.782109, -78.23472, 23770"
23056,8148,37.383629,-76.36167,"37.383629, -76.36167, 8148"
23059,1418458,37.686152,-77.53651,"37.686152, -77.53651, 1418458"
23060,1075978,37.661647,-77.52632,"37.661647, -77.52632, 1075978"
23061,474167,37.414991,-76.52959,"37.414991, -76.52959, 474167"
23062,79947,37.257466,-76.49661,"37.257466, -76.49661, 79947"
23063,144446,37.69536,-77.99793,"37.69536, -77.99793, 144446"
23065,39542,37.801783,-77.92431,"37.801783, -77.92431, 39542"
23068,8892,37.492529,-76.33636,"37.492529, -76.33636, 8892"
23069,79839,37.753904,-77.33963,"37.753904, -77.33963, 79839"
23070,14116,37.551549,-76.39294,"37.551549, -76.39294, 14116"
23071,47042,37.533471,-76.4609,"37.533471, -76.4609, 47042"
23072,240197,37.288999,-76.47393,"37.288999, -76.47393, 240197"
23075,163846,37.543595,-77.32339,"37.543595, -77.32339, 163846"
23076,15939,37.475132,-76.31316,"37.475132, -76.31316, 15939"
23079,4756,37.748645,-76.66735,"37.748645, -76.66735, 4756"
23083,37109,37.303726,-78.11349,"37.303726, -78.11349, 37109"
23084,41543,37.90198,-78.09647,"37.90198, -78.09647, 41543"
23085,10538,37.711368,-76.85843,"37.711368, -76.85843, 10538"
23086,73473,37.64375,-77.02508,"37.64375, -77.02508, 73473"
23089,134216,37.435153,-76.90719,"37.435153, -76.90719, 134216"
23091,5632,37.638259,-76.82858,"37.638259, -76.82858, 5632"
23092,13445,37.593059,-76.50694,"37.593059, -76.50694, 13445"
23093,266611,37.995103,-78.04612,"37.995103, -78.04612, 266611"
23102,99628,37.712894,-77.82379,"37.712894, -77.82379, 99628"
23103,496381,37.639354,-77.72841,"37.639354, -77.72841, 496381"
23106,23259,37.704693,-77.20342,"37.704693, -77.20342, 23259"
23109,63115,37.43704,-76.30724,"37.43704, -76.30724, 63115"
23110,16855,37.571544,-76.78066,"37.571544, -76.78066, 16855"
23111,1029893,37.605641,-77.31536,"37.605641, -77.31536, 1029893"
23112,1458587,37.427988,-77.64868,"37.427988, -77.64868, 1458587"
23113,1458427,37.51338,-77.64165,"37.51338, -77.64165, 1458427"
23114,652746,37.51338,-77.64165,"37.51338, -77.64165, 652746"
23116,1009633,37.662559,-77.36778,"37.662559, -77.36778, 1009633"
23117,245573,38.007186,-77.86809,"38.007186, -77.86809, 245573"
23119,9437,37.451894,-76.2904,"37.451894, -76.2904, 9437"
23120,268992,37.422868,-77.7813,"37.422868, -77.7813, 268992"
23123,27644,37.663039,-78.2868,"37.663039, -78.2868, 27644"
23124,94175,37.545276,-77.06664,"37.545276, -77.06664, 94175"
23126,8192,37.902954,-77.14586,"37.902954, -77.14586, 8192"
23128,36309,37.456363,-76.43298,"37.456363, -76.43298, 36309"
23129,17975,37.698646,-77.77111,"37.698646, -77.77111, 17975"
23138,23562,37.366838,-76.29577,"37.366838, -76.29577, 23562"
23139,712124,37.55563,-77.90048,"37.55563, -77.90048, 712124"
23140,173325,37.438569,-77.03578,"37.438569, -77.03578, 173325"
23141,206495,37.506369,-77.15127,"37.506369, -77.15127, 206495"
23146,120975,37.725675,-77.69002,"37.725675, -77.69002, 120975"
23148,31572,37.837177,-77.05555,"37.837177, -77.05555, 31572"
23149,52197,37.5787,-76.60916,"37.5787, -76.60916, 52197"
23150,290335,37.517804,-77.28678,"37.517804, -77.28678, 290335"
23153,49505,37.787745,-77.96916,"37.787745, -77.96916, 49505"
23156,31086,37.501267,-76.72389,"37.501267, -76.72389, 31086"
23168,214377,37.403872,-76.81744,"37.403872, -76.81744, 214377"
23169,22330,37.599217,-76.45876,"37.599217, -76.45876, 22330"
23175,57437,37.648536,-76.59872,"37.648536, -76.59872, 57437"
23176,13725,37.571789,-76.41631,"37.571789, -76.41631, 13725"
23177,17619,37.728152,-76.99901,"37.728152, -76.99901, 17619"
23180,6116,37.710586,-76.63179,"37.710586, -76.63179, 6116"
23181,130706,37.559878,-76.83018,"37.559878, -76.83018, 130706"
23185,1602420,37.256301,-76.70024,"37.256301, -76.70024, 1602420"
23188,1334756,37.322936,-76.75793,"37.322936, -76.75793, 1334756"
23192,219246,37.813901,-77.68952,"37.813901, -77.68952, 219246"
23219,349144,37.541046,-77.43536,"37.541046, -77.43536, 349144"
23220,620909,37.549396,-77.45739,"37.549396, -77.45739, 620909"
23221,741916,37.557626,-77.48844,"37.557626, -77.48844, 741916"
23222,322232,37.573595,-77.42504,"37.573595, -77.42504, 322232"
23223,878367,37.544746,-77.40085,"37.544746, -77.40085, 878367"
23224,397969,37.505147,-77.46101,"37.505147, -77.46101, 397969"
23225,840152,37.51918,-77.49851,"37.51918, -77.49851, 840152"
23226,1058740,37.581696,-77.51709,"37.581696, -77.51709, 1058740"
23227,617301,37.606778,-77.44775,"37.606778, -77.44775, 617301"
23228,685281,37.621745,-77.48896,"37.621745, -77.48896, 685281"
23229,1496846,37.593546,-77.56271,"37.593546, -77.56271, 1496846"
23230,158175,37.580346,-77.48831,"37.580346, -77.48831, 158175"
23231,755966,37.482896,-77.36304,"37.482896, -77.36304, 755966"
23233,1260219,37.622465,-77.61965,"37.622465, -77.61965, 1260219"
23234,718422,37.457341,-77.4658,"37.457341, -77.4658, 718422"
23235,999364,37.522514,-77.56565,"37.522514, -77.56565, 999364"
23236,825933,37.475798,-77.58235,"37.475798, -77.58235, 825933"
23237,442260,37.406204,-77.4533,"37.406204, -77.4533, 442260"
23238,1137023,37.733844,-77.888082,"37.733844, -77.888082, 1137023"
23294,426749,37.633316,-77.54775,"37.633316, -77.54775, 426749"
23301,36141,37.713561,-75.67108,"37.713561, -75.67108, 36141"
23303,19062,37.892445,-75.51107,"37.892445, -75.51107, 19062"
23306,28082,37.560093,-75.86182,"37.560093, -75.86182, 28082"
23307,6080,37.434719,-75.87767,"37.434719, -75.87767, 6080"
23308,24261,37.828492,-75.61896,"37.828492, -75.61896, 24261"
23310,59138,37.26252,-75.97104,"37.26252, -75.97104, 59138"
23314,245215,36.940626,-76.5378,"36.940626, -76.5378, 245215"
23315,36145,36.740632,-76.84517,"36.740632, -76.84517, 36145"
23320,1420893,36.761698,-76.24511,"36.761698, -76.24511, 1420893"
23321,968819,36.826239,-76.41524,"36.826239, -76.41524, 968819"
23322,1957575,36.687543,-76.22905,"36.687543, -76.22905, 1957575"
23323,845505,36.757815,-76.3358,"36.757815, -76.3358, 845505"
23324,312410,36.805717,-76.27126,"36.805717, -76.27126, 312410"
23325,361656,36.814897,-76.23848,"36.814897, -76.23848, 361656"
23336,75444,37.934673,-75.3678,"37.934673, -75.3678, 75444"
23337,9346,37.931216,-75.47192,"37.931216, -75.47192, 9346"
23350,51071,37.522269,-75.86132,"37.522269, -75.86132, 51071"
23354,12071,37.479588,-75.90262,"37.479588, -75.90262, 12071"
23356,29302,37.999025,-75.41634,"37.999025, -75.41634, 29302"
23357,9420,37.754497,-75.67974,"37.754497, -75.67974, 9420"
23359,7726,37.876357,-75.59686,"37.876357, -75.59686, 7726"
23395,9508,37.95715,-75.45296,"37.95715, -75.45296, 9508"
23405,23404,37.425567,-75.93117,"37.425567, -75.93117, 23404"
23410,36419,37.64682,-75.73996,"37.64682, -75.73996, 36419"
23415,27731,37.973042,-75.53045,"37.973042, -75.53045, 27731"
23416,8639,37.9268,-75.55339,"37.9268, -75.55339, 8639"
23417,83265,37.70973,-75.76272,"37.70973, -75.76272, 83265"
23418,26435,37.685447,-75.71051,"37.685447, -75.71051, 26435"
23420,26792,37.589068,-75.79947,"37.589068, -75.79947, 26792"
23421,63277,37.780966,-75.64895,"37.780966, -75.64895, 63277"
23430,517065,36.978861,-76.63973,"36.978861, -76.63973, 517065"
23432,58058,36.871628,-76.56063,"36.871628, -76.56063, 58058"
23433,69167,36.906805,-76.49899,"36.906805, -76.49899, 69167"
23434,998312,36.735893,-76.59656,"36.735893, -76.59656, 998312"
23435,824046,36.84882,-76.46521,"36.84882, -76.46521, 824046"
23436,45643,36.894736,-76.51281,"36.894736, -76.51281, 45643"
23437,99080,36.642645,-76.82272,"36.642645, -76.82272, 99080"
23438,41177,36.578692,-76.70129,"36.578692, -76.70129, 41177"
23442,17331,37.887538,-75.53645,"37.887538, -75.53645, 17331"
23451,2031764,36.864788,-76.00098,"36.864788, -76.00098, 2031764"
23452,1652684,36.839209,-76.09333,"36.839209, -76.09333, 1652684"
23453,740986,36.786753,-76.082079,"36.786753, -76.082079, 740986"
23454,1925323,36.838398,-76.02862,"36.838398, -76.02862, 1925323"
23455,1457364,36.889797,-76.1426,"36.889797, -76.1426, 1457364"
23456,1649755,36.762459,-76.06139,"36.762459, -76.06139, 1649755"
23457,140270,36.600219,-76.03592,"36.600219, -76.03592, 140270"
23462,1247648,36.839648,-76.15177,"36.839648, -76.15177, 1247648"
23464,1809053,36.799284,-76.17767,"36.799284, -76.17767, 1809053"
23487,133966,36.828408,-76.73506,"36.828408, -76.73506, 133966"
23488,3574,37.952168,-75.59681,"37.952168, -75.59681, 3574"
23502,373397,36.855247,-76.21233,"36.855247, -76.21233, 373397"
23503,571387,36.942947,-76.2547,"36.942947, -76.2547, 571387"
23504,236369,36.859362,-76.27028,"36.859362, -76.27028, 236369"
23505,632317,36.913147,-76.28444,"36.913147, -76.28444, 632317"
23507,257444,36.864047,-76.29947,"36.864047, -76.29947, 257444"
23508,391541,36.886447,-76.30065,"36.886447, -76.30065, 391541"
23509,261876,36.880297,-76.2596,"36.880297, -76.2596, 261876"
23510,211614,36.852547,-76.29028,"36.852547, -76.29028, 211614"
23511,42200,36.935579,-76.303417,"36.935579, -76.303417, 42200"
23513,437967,36.888147,-76.23909,"36.888147, -76.23909, 437967"
23517,127895,36.870197,-76.29271,"36.870197, -76.29271, 127895"
23518,640507,36.916497,-76.21796,"36.916497, -76.21796, 640507"
23523,74725,36.830936,-76.27354,"36.830936, -76.27354, 74725"
23601,548589,37.053346,-76.45948,"37.053346, -76.45948, 548589"
23602,932163,37.115698,-76.5183,"37.115698, -76.5183, 932163"
23603,70108,37.193712,-76.57178,"37.193712, -76.57178, 70108"
23604,47017,37.144943,-76.58677,"37.144943, -76.58677, 47017"
23605,212376,37.019453,-76.43651,"37.019453, -76.43651, 212376"
23606,759821,37.078196,-76.49446,"37.078196, -76.49446, 759821"
23607,245691,36.987151,-76.4195,"36.987151, -76.4195, 245691"
23608,835861,37.151315,-76.54812,"37.151315, -76.54812, 835861"
23651,12380,37.002997,-76.32039,"37.002997, -76.32039, 12380"
23661,275981,37.005814,-76.38316,"37.005814, -76.38316, 275981"
23662,430411,37.131237,-76.38089,"37.131237, -76.38089, 430411"
23663,215507,37.031474,-76.31637,"37.031474, -76.31637, 215507"
23664,277519,37.056778,-76.29373,"37.056778, -76.29373, 277519"
23665,75160,37.098317,-76.4196,"37.098317, -76.4196, 75160"
23666,1089605,37.050946,-76.40711,"37.050946, -76.40711, 1089605"
23669,863189,37.037946,-76.34415,"37.037946, -76.34415, 863189"
23690,62252,37.227904,-76.51278,"37.227904, -76.51278, 62252"
23691,4845,37.257932,-76.56076,"37.257932, -76.56076, 4845"
23692,649143,37.178417,-76.46751,"37.178417, -76.46751, 649143"
23693,830131,37.112915,-76.43591,"37.112915, -76.43591, 830131"
23696,130129,37.191262,-76.42135,"37.191262, -76.42135, 130129"
23701,465032,36.810448,-76.36811,"36.810448, -76.36811, 465032"
23702,163440,36.803981,-76.32386,"36.803981, -76.32386, 163440"
23703,626642,36.867248,-76.38232,"36.867248, -76.38232, 626642"
23704,265392,36.830748,-76.31369,"36.830748, -76.31369, 265392"
23707,260203,36.835215,-76.3457,"36.835215, -76.3457, 260203"
23801,67393,37.241173,-77.34845,"37.241173, -77.34845, 67393"
23803,615810,37.21695,-77.43063,"37.21695, -77.43063, 615810"
23805,413560,37.174217,-77.39008,"37.174217, -77.39008, 413560"
23821,25137,36.87229,-77.91125,"36.87229, -77.91125, 25137"
23824,119950,37.070975,-77.98876,"37.070975, -77.98876, 119950"
23827,22993,36.602472,-77.20851,"36.602472, -77.20851, 22993"
23828,6787,36.582188,-77.27759,"36.582188, -77.27759, 6787"
23829,23594,36.724498,-77.21893,"36.724498, -77.21893, 23594"
23830,44994,37.01775,-77.39475,"37.01775, -77.39475, 44994"
23831,907324,37.350999,-77.43959,"37.350999, -77.43959, 907324"
23832,980890,37.405699,-77.5838,"37.405699, -77.5838, 980890"
23833,53451,37.197024,-77.66932,"37.197024, -77.66932, 53451"
23834,599650,37.265403,-77.40438,"37.265403, -77.40438, 599650"
23836,389115,37.343005,-77.34604,"37.343005, -77.34604, 389115"
23837,94446,36.740306,-77.07132,"36.740306, -77.07132, 94446"
23838,644743,37.328232,-77.61364,"37.328232, -77.61364, 644743"
23839,16557,37.079298,-76.92155,"37.079298, -76.92155, 16557"
23840,35725,37.066833,-77.6675,"37.066833, -77.6675, 35725"
23841,79552,37.055849,-77.56349,"37.055849, -77.56349, 79552"
23842,182280,37.126708,-77.23281,"37.126708, -77.23281, 182280"
23843,11479,36.848712,-77.80682,"36.848712, -77.80682, 11479"
23844,10864,36.688788,-77.31072,"36.688788, -77.31072, 10864"
23845,9122,36.554164,-78.01408,"36.554164, -78.01408, 9122"
23846,18960,37.064244,-76.82637,"37.064244, -76.82637, 18960"
23847,206322,36.68627,-77.56121,"36.68627, -77.56121, 206322"
23850,20094,37.169066,-77.74358,"37.169066, -77.74358, 20094"
23851,262874,36.668255,-76.93945,"36.668255, -76.93945, 262874"
23856,16858,36.776189,-77.71289,"36.776189, -77.71289, 16858"
23857,16348,36.576549,-77.88467,"36.576549, -77.88467, 16348"
23860,505021,37.287869,-77.29359,"37.287869, -77.29359, 505021"
23866,45505,36.907991,-76.89025,"36.907991, -76.89025, 45505"
23867,36019,36.811276,-77.47496,"36.811276, -77.47496, 36019"
23868,74071,36.722176,-77.81269,"36.722176, -77.81269, 74071"
23872,42834,36.993498,-77.74687,"36.993498, -77.74687, 42834"
23874,20253,36.610636,-77.10269,"36.610636, -77.10269, 20253"
23875,271755,37.235949,-77.30259,"37.235949, -77.30259, 271755"
23876,8551,36.951449,-77.82402,"36.951449, -77.82402, 8551"
23878,25286,36.822024,-77.02404,"36.822024, -77.02404, 25286"
23879,13431,36.584448,-77.58854,"36.584448, -77.58854, 13431"
23881,40861,37.181764,-77.0026,"37.181764, -77.0026, 40861"
23882,46902,36.928972,-77.41971,"36.928972, -77.41971, 46902"
23883,55370,37.14051,-76.74342,"37.14051, -76.74342, 55370"
23885,74790,37.191579,-77.56682,"37.191579, -77.56682, 74790"
23887,9985,36.563755,-77.82652,"36.563755, -77.82652, 9985"
23888,44820,36.963354,-76.98127,"36.963354, -76.98127, 44820"
23889,9469,36.912369,-77.75239,"36.912369, -77.75239, 9469"
23890,76396,37.005989,-77.09819,"37.005989, -77.09819, 76396"
23893,6822,36.628802,-77.92817,"36.628802, -77.92817, 6822"
23894,13149,37.127935,-77.83918,"37.127935, -77.83918, 13149"
23897,12085,36.828831,-77.28288,"36.828831, -77.28288, 12085"
23898,55286,36.836423,-76.83731,"36.836423, -76.83731, 55286"
23901,242176,37.307946,-78.40144,"37.307946, -78.40144, 242176"
23915,11317,36.694531,-78.28794,"36.694531, -78.28794, 11317"
23917,49768,36.615944,-78.3102,"36.615944, -78.3102, 49768"
23919,51340,36.567521,-78.12176,"36.567521, -78.12176, 51340"
23920,47212,36.732859,-77.99591,"36.732859, -77.99591, 47212"
23921,34620,37.581656,-78.62058,"37.581656, -78.62058, 34620"
23922,36305,37.191053,-78.2117,"37.191053, -78.2117, 36305"
23923,35154,37.074876,-78.63263,"37.074876, -78.63263, 35154"
23924,85488,36.806422,-78.46048,"36.806422, -78.46048, 85488"
23927,91707,36.61665,-78.54018,"36.61665, -78.54018, 91707"
23930,99852,37.173493,-78.11236,"37.173493, -78.11236, 99852"
23934,11126,37.164981,-78.62592,"37.164981, -78.62592, 11126"
23936,96168,37.529284,-78.49082,"37.529284, -78.49082, 96168"
23937,25663,36.958048,-78.53403,"36.958048, -78.53403, 25663"
23938,8030,36.909504,-78.00646,"36.909504, -78.00646, 8030"
23942,17948,37.129269,-78.30107,"37.129269, -78.30107, 17948"
23944,70445,36.925375,-78.11767,"36.925375, -78.11767, 70445"
23947,81531,37.029877,-78.4643,"37.029877, -78.4643, 81531"
23950,48803,36.678507,-78.08098,"36.678507, -78.08098, 48803"
23952,4813,36.930088,-78.29215,"36.930088, -78.29215, 4813"
23954,28054,37.097705,-78.37823,"37.097705, -78.37823, 28054"
23958,46619,37.264896,-78.66558,"37.264896, -78.66558, 46619"
23959,17186,37.094313,-78.77182,"37.094313, -78.77182, 17186"
23960,28031,37.310203,-78.55359,"37.310203, -78.55359, 28031"
23962,8255,37.017706,-78.73668,"37.017706, -78.73668, 8255"
23963,7253,37.197072,-78.81694,"37.197072, -78.81694, 7253"
23964,15892,36.780021,-78.62102,"36.780021, -78.62102, 15892"
23966,37821,37.284087,-78.27559,"37.284087, -78.27559, 37821"
23967,13723,36.913228,-78.63611,"36.913228, -78.63611, 13723"
23968,12096,36.702863,-78.51218,"36.702863, -78.51218, 12096"
23970,144103,36.733874,-78.17287,"36.733874, -78.17287, 144103"
23974,56919,36.987595,-78.23285,"36.987595, -78.23285, 56919"
23976,4233,36.848612,-78.59064,"36.848612, -78.59064, 4233"
24011,15373,37.270637,-79.94155,"37.270637, -79.94155, 15373"
24012,519460,37.305769,-79.92767,"37.305769, -79.92767, 519460"
24013,80139,37.267137,-79.92645,"37.267137, -79.92645, 80139"
24014,597025,37.236753,-79.93549,"37.236753, -79.93549, 597025"
24015,363127,37.258787,-79.97816,"37.258787, -79.97816, 363127"
24016,99661,37.272186,-79.95321,"37.272186, -79.95321, 99661"
24017,327557,37.290886,-79.98256,"37.290886, -79.98256, 327557"
24018,1396968,37.229786,-80.02477,"37.229786, -80.02477, 1396968"
24019,669789,37.341428,-79.95049,"37.341428, -79.95049, 669789"
24053,30134,36.618824,-80.53102,"36.618824, -80.53102, 30134"
24054,88138,36.677075,-79.70604,"36.677075, -79.70604, 88138"
24055,163460,36.757893,-80.00161,"36.757893, -80.00161, 163460"
24059,26522,37.146244,-80.12562,"37.146244, -80.12562, 26522"
24060,848108,37.232027,-80.42127,"37.232027, -80.42127, 848108"
24064,127331,37.373117,-79.79043,"37.373117, -79.79043, 127331"
24065,139301,37.116716,-79.95528,"37.116716, -79.95528, 139301"
24066,103605,37.532991,-79.68004,"37.532991, -79.68004, 103605"
24067,40707,37.010772,-80.08111,"37.010772, -80.08111, 40707"
24069,26366,36.586545,-79.64194,"36.586545, -79.64194, 26366"
24070,35263,37.361962,-80.19485,"37.361962, -80.19485, 35263"
24072,23092,37.040036,-80.2167,"37.040036, -80.2167, 23092"
24073,609934,37.136013,-80.41222,"37.136013, -80.41222, 609934"
24076,15092,36.580514,-80.4332,"36.580514, -80.4332, 15092"
24077,27633,37.369313,-79.90303,"37.369313, -79.90303, 27633"
24078,116615,36.720217,-79.91425,"36.720217, -79.91425, 116615"
24079,29082,37.043459,-80.14868,"37.043459, -80.14868, 29082"
24082,7341,36.625817,-80.13542,"36.625817, -80.13542, 7341"
24083,129750,37.407301,-79.91761,"37.407301, -79.91761, 129750"
24084,200085,37.107273,-80.67384,"37.107273, -80.67384, 200085"
24085,39145,37.671394,-79.81681,"37.671394, -79.81681, 39145"
24086,6695,37.287326,-80.62194,"37.287326, -80.62194, 6695"
24087,63261,37.218668,-80.2335,"37.218668, -80.2335, 63261"
24088,57945,36.901203,-80.0715,"36.901203, -80.0715, 57945"
24089,35701,36.70487,-79.95681,"36.70487, -79.95681, 35701"
24090,123851,37.512912,-79.87046,"37.512912, -79.87046, 123851"
24091,138280,36.910051,-80.30871,"36.910051, -80.30871, 138280"
24092,47423,37.014685,-79.75335,"37.014685, -79.75335, 47423"
24095,92343,37.21556,-79.73922,"37.21556, -79.73922, 92343"
24101,151868,37.180713,-79.76536,"37.180713, -79.76536, 151868"
24102,21794,36.838473,-79.99093,"36.838473, -79.99093, 21794"
24104,83951,37.107479,-79.53046,"37.107479, -79.53046, 83951"
24105,7066,36.901524,-80.5936,"36.901524, -80.5936, 7066"
24112,506738,36.696264,-79.86879,"36.696264, -79.86879, 506738"
24120,28086,36.720001,-80.41975,"36.720001, -80.41975, 28086"
24121,285608,37.145705,-79.64786,"37.145705, -79.64786, 285608"
24122,35158,37.413397,-79.70789,"37.413397, -79.70789, 35158"
24124,71398,37.331818,-80.80847,"37.331818, -80.80847, 71398"
24127,74583,37.505033,-80.17302,"37.505033, -80.17302, 74583"
24128,41750,37.325758,-80.47021,"37.325758, -80.47021, 41750"
24133,36662,36.677978,-80.13511,"36.677978, -80.13511, 36662"
24134,109041,37.291252,-80.73601,"37.291252, -80.73601, 109041"
24136,63125,37.31803,-80.62267,"37.31803, -80.62267, 63125"
24137,73075,36.947422,-79.63536,"36.947422, -79.63536, 73075"
24138,27680,37.048647,-80.32048,"37.048647, -80.32048, 27680"
24139,7813,37.010279,-79.47217,"37.010279, -79.47217, 7813"
24141,338262,37.11979,-80.57325,"37.11979, -80.57325, 338262"
24147,15260,37.38389,-80.81734,"37.38389, -80.81734, 15260"
24148,125901,36.595224,-79.87353,"36.595224, -79.87353, 125901"
24149,80235,37.011934,-80.41897,"37.011934, -80.41897, 80235"
24150,10878,37.351691,-80.67726,"37.351691, -80.67726, 10878"
24151,313772,36.980013,-79.88027,"36.980013, -79.88027, 313772"
24153,898856,37.288807,-80.07821,"37.288807, -80.07821, 898856"
24161,4523,36.985629,-79.53939,"36.985629, -79.53939, 4523"
24162,71067,37.14374,-80.26233,"37.14374, -80.26233, 71067"
24165,27533,36.590431,-80.03589,"36.590431, -80.03589, 27533"
24167,5439,37.240021,-80.73083,"37.240021, -80.73083, 5439"
24168,13358,36.734651,-79.94572,"36.734651, -79.94572, 13358"
24171,121274,36.655575,-80.23909,"36.655575, -80.23909, 121274"
24174,40914,37.357587,-79.66552,"37.357587, -79.66552, 40914"
24175,212118,37.427597,-79.90595,"37.427597, -79.90595, 212118"
24176,39844,37.024494,-79.69241,"37.024494, -79.69241, 39844"
24179,394461,37.276218,-79.8524,"37.276218, -79.8524, 394461"
24184,95789,37.068743,-79.74911,"37.068743, -79.74911, 95789"
24185,19206,36.806528,-80.26895,"36.806528, -80.26895, 19206"
24201,253294,36.606582,-82.18087,"36.606582, -82.18087, 253294"
24202,455488,36.645419,-82.18137,"36.645419, -82.18137, 455488"
24210,296762,36.728639,-82.00845,"36.728639, -82.00845, 296762"
24211,311043,36.657812,-81.96207,"36.657812, -81.96207, 311043"
24216,35564,36.919476,-82.78974,"36.919476, -82.78974, 35564"
24217,4204,37.082275,-82.18978,"37.082275, -82.18978, 4204"
24219,169542,36.851953,-82.77056,"36.851953, -82.77056, 169542"
24220,10335,37.138489,-82.25643,"37.138489, -82.25643, 10335"
24221,8385,36.627827,-82.96464,"36.627827, -82.96464, 8385"
24224,84739,36.870051,-82.27792,"36.870051, -82.27792, 84739"
24225,20805,36.968491,-82.1623,"36.968491, -82.1623, 20805"
24226,19693,37.147222,-82.34369,"37.147222, -82.34369, 19693"
24228,111212,37.153509,-82.44936,"37.153509, -82.44936, 111212"
24230,126907,36.952634,-82.46657,"36.952634, -82.46657, 126907"
24236,42486,36.624632,-81.76732,"36.624632, -81.76732, 42486"
24237,11406,37.001752,-82.28089,"37.001752, -82.28089, 11406"
24239,6202,37.107474,-82.12413,"37.107474, -82.12413, 6202"
24243,37203,36.780481,-82.94428,"36.780481, -82.94428, 37203"
24244,68480,36.70122,-82.79538,"36.70122, -82.79538, 68480"
24245,12666,36.844539,-82.49147,"36.844539, -82.49147, 12666"
24248,33642,36.62928,-83.48322,"36.62928, -83.48322, 33642"
24250,14345,36.759614,-82.59473,"36.759614, -82.59473, 14345"
24251,150205,36.642027,-82.58685,"36.642027, -82.58685, 150205"
24256,42963,37.213189,-82.29759,"37.213189, -82.29759, 42963"
24258,23347,36.658518,-82.42645,"36.658518, -82.42645, 23347"
24260,72026,37.02264,-81.99859,"37.02264, -81.99859, 72026"
24263,202420,36.687716,-83.15587,"36.687716, -83.15587, 202420"
24265,9035,36.851769,-82.93593,"36.851769, -82.93593, 9035"
24266,175857,36.876177,-82.11083,"36.876177, -82.11083, 175857"
24270,6423,36.720381,-82.26093,"36.720381, -82.26093, 6423"
24271,36340,36.741128,-82.41823,"36.741128, -82.41823, 36340"
24272,6259,37.008665,-82.35244,"37.008665, -82.35244, 6259"
24273,100129,36.942047,-82.63138,"36.942047, -82.63138, 100129"
24277,68217,36.756705,-83.04178,"36.756705, -83.04178, 68217"
24279,70413,37.10297,-82.59626,"37.10297, -82.59626, 70413"
24280,28169,36.954936,-81.94252,"36.954936, -81.94252, 28169"
24281,27376,36.65364,-83.34736,"36.65364, -83.34736, 27376"
24282,4935,36.805965,-83.05467,"36.805965, -83.05467, 4935"
24283,42806,36.943316,-82.33154,"36.943316, -82.33154, 42806"
24290,23594,36.617348,-82.5666,"36.617348, -82.5666, 23594"
24292,6016,36.59565,-81.59154,"36.59565, -81.59154, 6016"
24293,212390,36.979817,-82.56963,"36.979817, -82.56963, 212390"
24301,354434,37.053297,-80.7728,"37.053297, -80.7728, 354434"
24311,27679,36.870607,-81.40497,"36.870607, -81.40497, 27679"
24312,29669,36.837699,-80.85731,"36.837699, -80.85731, 29669"
24313,15903,36.909335,-80.80411,"36.909335, -80.80411, 15903"
24314,26054,37.183901,-81.17641,"37.183901, -81.17641, 26054"
24315,59742,37.107412,-81.0571,"37.107412, -81.0571, 59742"
