avgIncome,LatM,LongM,LATB,LONGB,BankCount
191859,41.701304,-111.8096,,,
48835,41.919806,-111.81676,,,
212139,41.833371,-111.85897,,,
3966,41.792609,-112.91032,,,
198259,41.688721,-112.22327,,,
6732,41.935384,-111.94607,,,
112604,41.641328,-111.92716,,,
76983,41.368481,-112.05538,,,
365392,41.780998,-111.80904,,,
566441,41.224911,-111.98346,,,
836264,41.188093,-111.94608,,,
983881,41.270319,-112.01932,,,
652469,41.165551,-111.9675,,,
703448,41.314075,-111.96366,,,
259189,39.578473,-110.78678,,,
65940,37.562925,-109.46245,,,
16315,39.569596,-110.34199,,,
10650,39.367253,-110.78956,,,
14926,38.983076,-110.35905,,,
75544,39.694641,-110.98561,,,
218153,38.572778,-109.49392,,,
4648,37.655431,-110.03772,,,
41992,37.886087,-109.30629,,,
32739,39.543105,-110.72865,,,
525951,40.230954,-111.68006,,,
858736,40.280454,-111.6491,,,
277565,40.226302,-111.64439,,,
4092,39.050838,-111.84775,,,
3583,39.465357,-111.57686,,,
92817,39.349079,-112.5433,,,
62260,39.353561,-111.5783,,,
41289,39.701506,-111.42865,,,
47672,38.951694,-112.31666,,,
11686,39.314609,-112.79181,,,
49726,39.230151,-111.57601,,,
39562,39.859432,-111.85402,,,
53429,39.545778,-111.43798,,,
99280,39.692424,-111.88229,,,
397890,40.025007,-111.72117,,,
183031,40.043907,-111.66405,,,
48818,38.915722,-111.72893,,,
159169,40.03148,-111.85302,,,
678581,40.10637,-111.65408,,,
545307,40.168205,-111.59577,,,
216248,40.123394,-111.56665,,,
4891,39.458682,-111.67126,,,
130573,38.765929,-112.08397,,,
60868,38.35906,-112.6926,,,
6798,37.798268,-113.6718,,,
277693,37.75164,-113.16557,,,
286958,37.656843,-113.3695,,,
8697,37.416058,-113.62554,,,
13891,38.686793,-112.14565,,,
223803,37.130927,-113.24183,,,
140741,37.164561,-113.67582,,,
5378,38.620071,-112.23422,,,
94666,37.162224,-112.11431,,,
54416,37.219954,-113.25581,,,
13401,38.41744,-111.67612,,,
27294,38.348238,-113.1063,,,
60501,38.618547,-111.88908,,,
28710,37.391483,-113.2821,,,
141223,37.136937,-113.64916,,,
633168,37.118352,-113.5987,,,
4350,38.28419,-111.53072,,,
22700,37.250749,-113.27491,,,
6826,38.340186,-111.0022,,,
10121,37.294867,-113.10279,,,
356570,37.144146,-113.49671,,,
13027,37.359887,-113.66976,,,
20570,37.287005,-113.66144,,,
733118,37.075039,-113.55568,,,
15343618,#N/A,#N/A,,,
175348,43.662892,-72.36825,,,
49506,43.811958,-72.64493,,,
62456,43.994064,-72.15534,,,
8318,43.577762,-72.61789,,,
12164,43.608849,-72.6799,,,
23951,44.02591,-72.58502,,,
23952,43.461468,-72.48743,,,
29009,43.989583,-72.46276,,,
16102,44.026521,-72.29347,,,
10786,44.070771,-72.21275,,,
6448,43.966821,-72.54784,,,
11261,44.213499,-72.08037,,,
25045,43.795686,-72.21325,,,
37067,43.919887,-72.20655,,,
24045,44.254302,-72.22669,,,
74402,43.566105,-72.39941,,,
19263,44.075132,-72.07174,,,
8452,43.598261,-72.351,,,
9582,43.714887,-72.49886,,,
187443,43.735335,-72.29086,,,
8968,43.531612,-72.72179,,,
9914,43.884626,-72.26075,,,
99761,43.954353,-72.66916,,,
29783,43.928369,-72.5731,,,
16174,43.485715,-72.5536,,,
32279,43.775807,-72.42387,,,
10834,43.687515,-72.54272,,,
59046,43.808623,-72.53208,,,
12123,44.168111,-72.14245,,,
17362,43.830375,-72.36228,,,
12707,43.568095,-72.55327,,,
13075,43.890244,-72.39364,,,
40913,43.83178,-72.27125,,,
8031,44.128666,-72.2345,,,
26379,43.897183,-72.4848,,,
12645,43.948258,-72.32092,,,
15052,44.135828,-72.09061,,,
4828,43.910089,-72.26637,,,
8509,43.720826,-72.43372,,,
15243,44.116731,-72.31915,,,
107655,43.486791,-72.42611,,,
116271,43.631076,-72.53739,,,
70722,43.156451,-72.4729,,,
18799,43.40422,-72.59048,,,
93202,43.26449,-72.61831,,,
14111,43.186044,-72.61661,,,
39951,43.238921,-72.80106,,,
56122,43.416827,-72.70416,,,
21046,43.334787,-72.53053,,,
27685,43.380411,-72.49397,,,
13012,43.24283,-72.88309,,,
16435,43.439302,-72.63738,,,
22394,43.139961,-72.50844,,,
21462,43.158484,-72.84497,,,
172767,43.300126,-72.47767,,,
24494,43.093695,-72.45054,,,
24384,43.303613,-72.79134,,,
293184,42.882231,-73.17873,,,
79024,43.106492,-73.17405,,,
57767,43.266886,-73.11308,,,
7438,43.065891,-73.07824,,,
15198,43.243449,-73.00758,,,
130491,43.172699,-73.05261,,,
57566,42.936801,-73.24838,,,
10059,42.797636,-73.25716,,,
44939,42.776384,-73.21395,,,
63238,42.977018,-73.16602,,,
334468,42.849957,-72.62328,,,
28454,43.15601,-72.91347,,,
7994,42.952754,-72.79694,,,
13705,42.781648,-72.80609,,,
16928,43.103191,-72.7925,,,
35213,43.003271,-72.65777,,,
116620,43.02419,-72.51725,,,
15212,42.779542,-72.96146,,,
21157,42.765401,-73.06025,,,
23218,43.04943,-72.66643,,,
55080,42.768143,-72.51835,,,
7773,43.034152,-72.80748,,,
27983,42.952974,-72.87237,,,
6330,42.77448,-72.71702,,,
10871,43.149377,-72.72492,,,
6845,43.028157,-72.87914,,,
14507,42.782281,-72.86962,,,
7690,42.9445,-72.69222,,,
51853,42.886921,-72.86457,,,
580524,44.484038,-73.22126,,,
643110,44.451941,-73.17941,,,
130765,44.494999,-73.18259,,,
275353,44.442117,-73.082525,,,
49065,44.966836,-73.27028,,,
15881,44.772886,-72.78854,,,
5824,44.755398,-72.68029,,,
159770,44.129002,-73.05258,,,
45581,44.645649,-72.90151,,,
220378,44.309241,-73.23504,,,
477403,44.541902,-73.19659,,,
25770,44.751801,-72.88247,,,
98570,44.885689,-72.78992,,,
626488,44.501991,-73.09376,,,
127772,44.693805,-73.04099,,,
29446,44.801734,-72.96213,,,
33845,44.204926,-73.25143,,,
30890,44.961552,-72.89351,,,
66131,44.712593,-73.30526,,,
34734,44.941617,-73.03056,,,
150019,44.332217,-73.09254,,,
53304,44.304004,-72.97999,,,
10939,44.866344,-73.33081,,,
65492,44.636283,-72.82257,,,
190761,44.486113,-72.96317,,,
340593,44.641974,-73.13469,,,
15029,44.874895,-72.58798,,,
49261,44.121825,-73.166,,,
37384,44.255574,-73.22253,,,
27019,44.831101,-73.27354,,,
42584,44.970417,-72.66316,,,
159766,44.392443,-72.95936,,,
341498,44.807555,-73.09077,,,
476014,44.388556,-73.22318,,,
32668,44.884125,-72.9751,,,
60411,44.645192,-73.31452,,,
32004,44.224103,-73.03164,,,
171657,44.930163,-73.12099,,,
101519,44.546538,-72.92649,,,
141558,44.12753,-73.28437,,,
15716,44.708468,-72.7585,,,
55162,44.608283,-73.00979,,,
384930,44.44524,-73.09917,,,
334661,44.265633,-72.59686,,,
358878,44.194307,-72.49443,,,
20485,44.414576,-72.28652,,,
16049,44.375726,-72.49509,,,
24615,44.152477,-72.43328,,,
24777,44.403899,-72.44328,,,
44757,44.282269,-72.48983,,,
13673,44.715079,-72.5717,,,
5768,44.711083,-72.50846,,,
24299,44.140716,-72.47675,,,
61213,44.610931,-72.59971,,,
53621,44.645219,-72.67941,,,
30384,44.353823,-72.34925,,,
53164,44.248198,-72.78525,,,
135022,44.549391,-72.60332,,,
109614,44.141056,-72.66443,,,
49603,44.295577,-72.42365,,,
10236,44.062311,-72.74364,,,
224772,44.475387,-72.70225,,,
104916,44.184704,-72.8367,,,
45059,44.106922,-72.85816,,,
19714,44.083457,-72.422,,,
141438,44.348486,-72.77081,,,
82844,44.375144,-72.71362,,,
65542,44.109793,-72.54155,,,
36721,44.551056,-72.4739,,,
7657,44.457481,-72.40659,,,
29200,44.383559,-72.55088,,,
451919,43.617302,-72.96325,,,
11514,43.416666,-72.83445,,,
24845,43.644208,-73.20284,,,
117302,43.810371,-73.09998,,,
31960,43.987529,-73.35144,,,
62662,43.640503,-73.16118,,,
13822,43.602211,-73.01298,,,
18814,43.735819,-72.93145,,,
31870,43.507854,-72.8642,,,
26859,43.341177,-73.01602,,,
10790,43.441404,-72.88507,,,
79262,43.666758,-73.2857,,,
12540,43.68805,-73.06783,,,
4359,43.999811,-72.83927,,,
5667,43.926595,-72.87143,,,
35130,43.659839,-72.79419,,,
242271,44.006024,-73.172,,,
19962,43.477827,-73.12311,,,
15879,43.452914,-72.79647,,,
47210,43.553904,-72.96168,,,
23491,43.801501,-73.2869,,,
24449,43.357161,-73.13467,,,
13888,43.768578,-72.83138,,,
72997,43.719898,-73.00087,,,
54810,43.521021,-73.21603,,,
39415,43.657716,-73.0328,,,
12514,43.981681,-73.0155,,,
28676,43.876046,-72.81212,,,
25036,43.914026,-73.10703,,,
27909,43.892373,-73.31583,,,
9177,43.761779,-72.73703,,,
49936,43.444268,-72.98732,,,
24856,43.43357,-73.19578,,,
11600,43.365073,-73.23612,,,
5130,43.235771,-73.2489,,,
76128,43.574326,-73.04215,,,
16069,43.864419,-73.21148,,,
168813,44.412413,-72.00996,,,
6692,44.733624,-72.38308,,,
26498,44.311706,-72.10346,,,
33790,44.750509,-72.16376,,,
18754,44.428537,-71.87212,,,
13813,44.647068,-72.3887,,,
11424,44.678879,-72.35975,,,
45700,44.424043,-72.12808,,,
54990,44.945925,-72.09864,,,
27943,44.985004,-72.05857,,,
25550,44.588911,-71.92705,,,
4548,44.82446,-71.969,,,
18173,44.529915,-72.26819,,,
5262,44.643171,-71.86394,,,
12474,44.684488,-72.20936,,,
11055,44.599177,-72.31179,,,
8528,44.574196,-72.24333,,,
44190,44.504593,-72.35822,,,
19964,44.800462,-72.28964,,,
18443,44.803005,-71.84683,,,
11561,44.799008,-72.45025,,,
12096,44.481915,-71.988258,,,
110357,44.541352,-72.02686,,,
9992,44.881758,-71.96653,,,
132741,44.936237,-72.19921,,,
26571,44.944231,-72.30054,,,
3975,44.498374,-71.83773,,,
29215,44.963802,-72.41782,,,
41233,44.815511,-72.15478,,,
10677,44.46239,-72.135804,,,
10706,44.632918,-72.13245,,,
10618,44.653046,-72.04372,,,
7213,44.902837,-72.408,,,
25855,44.673586,-71.95414,,,
10825,44.865723,-72.04647,,,
13740,44.411321,-72.2123,,,
10172,44.876447,-72.42902,,,
10293,44.722453,-72.25602,,,
14982,44.972508,-71.59275,,,
3376,44.413715,-71.70906,,,
11755,44.682269,-71.66238,,,
17530,44.458803,-71.7162,,,
243722156,#N/A,#N/A,,,
570634,38.964054,-77.60878,,,
149216,38.683116,-77.99031,,,
813503,38.790202,-77.51294,,,
1185486,38.752269,-77.47694,,,
881257,38.769697,-77.44915,,,
1168838,38.685117,-77.44796,,,
200329,38.855848,-77.88174,,,
94536,38.983902,-77.74903,,,
115996,38.639283,-77.63866,,,
1716656,38.851221,-77.44998,,,
894400,38.82571,-77.43964,,,
1054203,38.797424,-77.39237,,,
73151,39.149032,-77.61471,,,
8440,39.008532,-77.94907,,,
691343,39.146479,-77.72798,,,
116813,39.080229,-77.87192,,,
1057591,38.7475,-77.56917,,,
87376,38.810629,-77.7057,,,
282930,39.119917,-77.77328,,,
55654,38.858613,-77.56391,,,
73104,38.918435,-77.9255,,,
2542141,39.041978,-77.49064,,,
1584728,39.020637,-77.52276,,,
891285,38.889111,-77.4363,,,
1208148,38.90371,-77.5038,,,
1282731,38.803732,-77.62404,,,
194795,39.137667,-77.66186,,,
1083712,39.011909,-77.39295,,,
1605294,39.044855,-77.38701,,,
404928,39.004276,-77.43442,,,
1084021,38.860551,-77.64947,,,
1591825,38.977109,-77.38527,,,
2472970,38.931479,-77.40085,,,
1461387,39.080037,-77.58025,,,
2186358,39.138978,-77.54519,,,
303738,39.261906,-77.64239,,,
339113,38.69835,-77.57365,,,
30358,38.997904,-77.87487,,,
521242,38.707135,-77.8145,,,
720306,38.735202,-77.73717,,,
947919,38.959673,-77.3462,,,
1334154,38.934709,-77.3469,,,
910154,38.977362,-77.34658,,,
241846,39.191333,-77.63118,,,
116024,38.889848,-77.75907,,,
1989426,38.830345,-77.21387,,,
1811118,38.788646,-77.27888,,,
707443,38.788646,-77.27888,,,
380684,38.582319,-77.32722,,,
171283,38.893921,-77.21976,,,
2161446,38.846212,-77.32787,,,
1201035,38.859675,-77.26167,,,
1305403,38.821753,-77.29293,,,
1716352,38.874879,-77.38642,,,
1567090,38.760747,-77.31684,,,
794195,38.849136,-77.14081,,,
1161521,38.864669,-77.18781,,,
1090701,38.901311,-77.19777,,,
487536,38.859645,-77.15328,,,
926096,38.886311,-77.18098,,,
206464,38.71299,-77.16615,,,
2210852,39.003809,-77.30165,,,
1214620,38.695915,-77.20122,,,
3813326,38.93276,-77.1677,,,
2633180,38.938664,-77.22196,,,
1604582,38.88619,-77.32402,,,
82843,38.503139,-77.33372,,,
846710,38.778243,-77.18562,,,
616133,38.803813,-77.20821,,,
1289896,38.775716,-77.23131,,,
1382915,38.745164,-77.23535,,,
250098,38.557527,-77.35726,,,
1207069,38.894711,-77.25337,,,
1007362,38.896361,-77.29102,,,
2102936,38.922478,-77.2566,,,
1624169,38.63275,-77.26786,,,
2012344,38.678451,-77.30657,,,
2058653,38.646375,-77.34469,,,
2123720,38.885337,-77.09512,,,
1241670,38.856795,-77.05628,,,
1006475,38.874979,-77.11455,,,
1596656,38.860247,-77.09627,,,
1015107,38.88275,-77.13999,,,
960913,38.843466,-77.08973,,,
2793196,38.903697,-77.12749,,,
703896,38.893241,-77.07453,,,
17722,38.878215,-77.06845,,,
292872,38.894457,-77.16396,,,
710518,38.819863,-77.05854,,,
1025558,38.829512,-77.08204,,,
531975,38.792863,-77.07964,,,
2161027,38.813013,-77.11667,,,
572234,38.836779,-77.06418,,,
894688,38.757214,-77.08666,,,
660723,38.774863,-77.0593,,,
893141,38.728464,-77.05701,,,
1153410,38.725214,-77.10734,,,
1251957,38.782013,-77.12125,,,
579127,38.837312,-77.12064,,,
945328,38.817362,-77.1537,,,
2161829,38.806163,-77.05139,,,
1281757,38.757924,-77.15284,,,
619128,38.301829,-77.47077,,,
934112,38.317636,-77.43297,,,
676221,38.387261,-77.54676,,,
1543155,38.271028,-77.5559,,,
791200,38.236023,-77.46111,,,
73803,38.042346,-77.30833,,,
19051,37.860549,-76.35637,,,
5760,38.343691,-77.85964,,,
42871,37.996825,-76.56435,,,
15008,38.069014,-77.09611,,,
11360,37.790946,-76.78764,,,
9145,38.041706,-77.005,,,
175694,38.22653,-76.97442,,,
56715,38.340124,-77.03273,,,
29724,37.854791,-76.81298,,,
28838,37.858952,-76.63263,,,
33385,38.093956,-76.64055,,,
101590,37.892668,-76.36307,,,
5963,38.036866,-77.08033,,,
55297,37.66871,-76.41038,,,
90822,37.733327,-76.34389,,,
643365,38.277837,-77.1642,,,
27799,38.046358,-76.57924,,,
79715,37.732696,-76.51554,,,
4830,37.763552,-76.72961,,,
380694,38.326624,-77.76987,,,
31724,37.991772,-76.48985,,,
46316,37.988674,-77.29047,,,
117982,38.129822,-76.76155,,,
59990,38.08157,-77.66795,,,
16812,38.164219,-77.18217,,,
5380,38.22172,-77.26648,,,
70323,37.854233,-76.27848,,,
41997,38.296355,-77.88379,,,
354860,37.95969,-77.47733,,,
549947,37.825956,-76.70563,,,
509303,38.207275,-77.64378,,,
1709810,38.460395,-77.43266,,,
825108,38.417273,-77.460814,,,
147541,37.916172,-76.90656,,,
64171,38.233223,-77.91258,,,
113446,37.957869,-76.75725,,,
35590,37.680124,-76.44242,,,
78697,37.64424,-76.36034,,,
102378,38.095772,-77.44404,,,
679603,39.179076,-78.16653,,,
794217,39.158386,-78.24758,,,
356753,39.267257,-78.19396,,,
47148,38.822506,-78.27368,,,
274871,39.156378,-77.97857,,,
75536,39.061499,-78.03693,,,
11321,38.853733,-78.141239,,,
68174,39.26582,-78.08496,,,
96874,39.345906,-78.30975,,,
28502,38.765004,-78.0948,,,
701573,38.926615,-78.17499,,,
46272,39.247386,-78.35444,,,
44081,38.814086,-78.01898,,,
11420,38.808303,-78.13578,,,
5837,39.076317,-78.39617,,,
127816,38.932178,-78.06051,,,
18770,38.905106,-77.98948,,,
50141,38.944011,-78.48125,,,
102902,39.023035,-78.2809,,,
18823,38.76592,-78.36545,,,
32586,38.823987,-78.4531,,,
20611,39.04494,-78.47377,,,
506558,39.07814,-78.20713,,,
66268,39.230131,-78.09992,,,
238515,39.00127,-78.36485,,,
37233,38.949013,-78.43921,,,
36941,39.045019,-78.12417,,,
185461,38.881558,-78.51586,,,
740594,38.459521,-77.99875,,,
18565,38.312548,-78.23622,,,
226314,38.5593,-77.75728,,,
39172,38.549388,-78.15309,,,
28961,38.512989,-77.89529,,,
25543,38.414359,-78.18321,,,
24872,38.627135,-78.11341,,,
19502,38.493501,-77.82067,,,
7402,38.527816,-78.25117,,,
27497,38.474222,-77.64361,,,
85685,38.630345,-77.89777,,,
16368,38.411845,-77.82208,,,
133330,38.393351,-78.28737,,,
92158,38.587503,-77.70952,,,
5270,38.345179,-78.26151,,,
6904,38.310141,-78.20098,,,
30543,38.324175,-78.05877,,,
74521,38.52916,-77.80274,,,
43935,38.477063,-78.17517,,,
13513,38.388311,-77.68111,,,
76495,38.588409,-77.98995,,,
21073,38.303414,-78.28937,,,
56390,38.636896,-78.24,,,
6790,38.442247,-77.8962,,,
52104,38.456916,-77.7009,,,
57935,38.725801,-78.16767,,,
12216,38.629058,-78.18057,,,
656328,38.426786,-78.88153,,,
452555,38.477752,-78.86302,,,
31598,38.81913,-78.77149,,,
9032,38.797789,-78.96672,,,
187517,38.398049,-79.00071,,,
173305,38.619654,-78.80513,,,
110777,38.436873,-78.99039,,,
129373,38.828628,-78.60964,,,
197408,38.404364,-78.62907,,,
27119,38.637545,-78.95205,,,
15347,38.584516,-79.04328,,,
25996,38.453741,-78.78234,,,
27594,38.544652,-78.86564,,,
215312,38.665615,-78.45621,,,
118549,38.387721,-78.73452,,,
81957,38.358334,-78.90667,,,
94553,38.772409,-78.69461,,,
42649,38.337507,-79.11629,,,
87966,38.652274,-78.66417,,,
53167,38.371616,-78.79742,,,
16919,38.704494,-78.70088,,,
211997,38.49696,-78.61997,,,
19144,38.553225,-78.92206,,,
88264,38.567459,-78.50696,,,
75838,38.641556,-78.76258,,,
1401394,38.072402,-78.50149,,,
971611,38.00847,-78.47803,,,
1044207,38.026342,-78.5348,,,
630724,38.07735,-78.42042,,,
109734,37.987812,-78.79701,,,
30737,37.69474,-78.93251,,,
138069,38.167465,-78.3259,,,
11414,37.890917,-78.70343,,,
245417,38.116217,-78.71396,,,
17488,38.254105,-78.56548,,,
219563,38.150083,-78.47627,,,
24714,37.79922,-78.61263,,,
29326,37.85583,-78.77546,,,
144228,38.104457,-78.97416,,,
60350,38.197583,-78.59304,,,
186698,38.125214,-78.197,,,
28345,38.039928,-78.75894,,,
8696,37.855103,-78.56162,,,
724762,38.025346,-78.32925,,,
5214,38.349795,-78.11747,,,
37780,37.780882,-78.89239,,,
49053,37.969657,-78.95712,,,
82356,37.905649,-78.90273,,,
51280,37.935994,-78.64088,,,
216201,38.231526,-78.07923,,,
407620,37.871021,-78.30837,,,
6457,37.725074,-78.99245,,,
48763,37.79151,-78.98961,,,
245544,38.233717,-78.41009,,,
22558,37.792343,-78.69417,,,
29860,37.74747,-78.80233,,,
18637,38.214023,-78.21596,,,
132927,38.301191,-78.46396,,,
116671,37.959376,-78.26353,,,
3986,37.840892,-79.02459,,,
655127,38.076547,-78.89839,,,
217407,37.338511,-77.95893,,,
15002,37.673369,-78.38899,,,
419003,37.754254,-77.47465,,,
161160,37.790757,-77.17553,,,
33171,37.478184,-76.81384,,,
127398,37.931011,-77.64296,,,
15487,37.728067,-78.26865,,,
8232,37.777938,-76.95055,,,
204380,37.961187,-77.76824,,,
23735,37.653694,-78.11902,,,
115652,37.342306,-77.0731,,,
5702,37.674655,-76.68104,,,
34785,37.514774,-76.37543,,,
37440,37.758949,-78.14009,,,
64800,37.643406,-77.80709,,,
70594,37.522085,-78.2553,,,
48823,37.550168,-76.34327,,,
66582,37.855002,-77.47011,,,
18779,37.490365,-76.44118,,,
23770,37.782109,-78.23472,,,
8148,37.383629,-76.36167,,,
1418458,37.686152,-77.53651,,,
1075978,37.661647,-77.52632,,,
474167,37.414991,-76.52959,,,
79947,37.257466,-76.49661,,,
144446,37.69536,-77.99793,,,
39542,37.801783,-77.92431,,,
8892,37.492529,-76.33636,,,
79839,37.753904,-77.33963,,,
14116,37.551549,-76.39294,,,
47042,37.533471,-76.4609,,,
240197,37.288999,-76.47393,,,
163846,37.543595,-77.32339,,,
15939,37.475132,-76.31316,,,
4756,37.748645,-76.66735,,,
37109,37.303726,-78.11349,,,
41543,37.90198,-78.09647,,,
10538,37.711368,-76.85843,,,
73473,37.64375,-77.02508,,,
134216,37.435153,-76.90719,,,
5632,37.638259,-76.82858,,,
13445,37.593059,-76.50694,,,
266611,37.995103,-78.04612,,,
99628,37.712894,-77.82379,,,
496381,37.639354,-77.72841,,,
23259,37.704693,-77.20342,,,
63115,37.43704,-76.30724,,,
16855,37.571544,-76.78066,,,
1029893,37.605641,-77.31536,,,
1458587,37.427988,-77.64868,,,
1458427,37.51338,-77.64165,,,
652746,37.51338,-77.64165,,,
1009633,37.662559,-77.36778,,,
245573,38.007186,-77.86809,,,
9437,37.451894,-76.2904,,,
268992,37.422868,-77.7813,,,
27644,37.663039,-78.2868,,,
94175,37.545276,-77.06664,,,
8192,37.902954,-77.14586,,,
36309,37.456363,-76.43298,,,
17975,37.698646,-77.77111,,,
23562,37.366838,-76.29577,,,
712124,37.55563,-77.90048,,,
173325,37.438569,-77.03578,,,
206495,37.506369,-77.15127,,,
120975,37.725675,-77.69002,,,
31572,37.837177,-77.05555,,,
52197,37.5787,-76.60916,,,
290335,37.517804,-77.28678,,,
49505,37.787745,-77.96916,,,
31086,37.501267,-76.72389,,,
214377,37.403872,-76.81744,,,
22330,37.599217,-76.45876,,,
57437,37.648536,-76.59872,,,
13725,37.571789,-76.41631,,,
17619,37.728152,-76.99901,,,
6116,37.710586,-76.63179,,,
130706,37.559878,-76.83018,,,
1602420,37.256301,-76.70024,,,
1334756,37.322936,-76.75793,,,
219246,37.813901,-77.68952,,,
349144,37.541046,-77.43536,,,
620909,37.549396,-77.45739,,,
741916,37.557626,-77.48844,,,
322232,37.573595,-77.42504,,,
878367,37.544746,-77.40085,,,
397969,37.505147,-77.46101,,,
840152,37.51918,-77.49851,,,
1058740,37.581696,-77.51709,,,
617301,37.606778,-77.44775,,,
685281,37.621745,-77.48896,,,
1496846,37.593546,-77.56271,,,
158175,37.580346,-77.48831,,,
755966,37.482896,-77.36304,,,
1260219,37.622465,-77.61965,,,
718422,37.457341,-77.4658,,,
999364,37.522514,-77.56565,,,
825933,37.475798,-77.58235,,,
442260,37.406204,-77.4533,,,
1137023,37.733844,-77.888082,,,
426749,37.633316,-77.54775,,,
36141,37.713561,-75.67108,,,
19062,37.892445,-75.51107,,,
28082,37.560093,-75.86182,,,
6080,37.434719,-75.87767,,,
24261,37.828492,-75.61896,,,
59138,37.26252,-75.97104,,,
245215,36.940626,-76.5378,,,
36145,36.740632,-76.84517,,,
1420893,36.761698,-76.24511,,,
968819,36.826239,-76.41524,,,
1957575,36.687543,-76.22905,,,
845505,36.757815,-76.3358,,,
312410,36.805717,-76.27126,,,
361656,36.814897,-76.23848,,,
75444,37.934673,-75.3678,,,
9346,37.931216,-75.47192,,,
51071,37.522269,-75.86132,,,
12071,37.479588,-75.90262,,,
29302,37.999025,-75.41634,,,
9420,37.754497,-75.67974,,,
7726,37.876357,-75.59686,,,
9508,37.95715,-75.45296,,,
23404,37.425567,-75.93117,,,
36419,37.64682,-75.73996,,,
27731,37.973042,-75.53045,,,
8639,37.9268,-75.55339,,,
83265,37.70973,-75.76272,,,
26435,37.685447,-75.71051,,,
26792,37.589068,-75.79947,,,
63277,37.780966,-75.64895,,,
517065,36.978861,-76.63973,,,
58058,36.871628,-76.56063,,,
69167,36.906805,-76.49899,,,
998312,36.735893,-76.59656,,,
824046,36.84882,-76.46521,,,
45643,36.894736,-76.51281,,,
99080,36.642645,-76.82272,,,
41177,36.578692,-76.70129,,,
17331,37.887538,-75.53645,,,
2031764,36.864788,-76.00098,,,
1652684,36.839209,-76.09333,,,
740986,36.786753,-76.082079,,,
1925323,36.838398,-76.02862,,,
1457364,36.889797,-76.1426,,,
1649755,36.762459,-76.06139,,,
140270,36.600219,-76.03592,,,
1247648,36.839648,-76.15177,,,
1809053,36.799284,-76.17767,,,
133966,36.828408,-76.73506,,,
3574,37.952168,-75.59681,,,
373397,36.855247,-76.21233,,,
571387,36.942947,-76.2547,,,
236369,36.859362,-76.27028,,,
632317,36.913147,-76.28444,,,
257444,36.864047,-76.29947,,,
391541,36.886447,-76.30065,,,
261876,36.880297,-76.2596,,,
211614,36.852547,-76.29028,,,
42200,36.935579,-76.303417,,,
437967,36.888147,-76.23909,,,
127895,36.870197,-76.29271,,,
640507,36.916497,-76.21796,,,
74725,36.830936,-76.27354,,,
548589,37.053346,-76.45948,,,
932163,37.115698,-76.5183,,,
70108,37.193712,-76.57178,,,
47017,37.144943,-76.58677,,,
212376,37.019453,-76.43651,,,
759821,37.078196,-76.49446,,,
245691,36.987151,-76.4195,,,
835861,37.151315,-76.54812,,,
12380,37.002997,-76.32039,,,
275981,37.005814,-76.38316,,,
430411,37.131237,-76.38089,,,
215507,37.031474,-76.31637,,,
277519,37.056778,-76.29373,,,
75160,37.098317,-76.4196,,,
1089605,37.050946,-76.40711,,,
863189,37.037946,-76.34415,,,
62252,37.227904,-76.51278,,,
4845,37.257932,-76.56076,,,
649143,37.178417,-76.46751,,,
830131,37.112915,-76.43591,,,
130129,37.191262,-76.42135,,,
465032,36.810448,-76.36811,,,
163440,36.803981,-76.32386,,,
626642,36.867248,-76.38232,,,
265392,36.830748,-76.31369,,,
260203,36.835215,-76.3457,,,
67393,37.241173,-77.34845,,,
615810,37.21695,-77.43063,,,
413560,37.174217,-77.39008,,,
25137,36.87229,-77.91125,,,
119950,37.070975,-77.98876,,,
22993,36.602472,-77.20851,,,
6787,36.582188,-77.27759,,,
23594,36.724498,-77.21893,,,
44994,37.01775,-77.39475,,,
907324,37.350999,-77.43959,,,
980890,37.405699,-77.5838,,,
53451,37.197024,-77.66932,,,
599650,37.265403,-77.40438,,,
389115,37.343005,-77.34604,,,
94446,36.740306,-77.07132,,,
644743,37.328232,-77.61364,,,
16557,37.079298,-76.92155,,,
35725,37.066833,-77.6675,,,
79552,37.055849,-77.56349,,,
182280,37.126708,-77.23281,,,
11479,36.848712,-77.80682,,,
10864,36.688788,-77.31072,,,
9122,36.554164,-78.01408,,,
18960,37.064244,-76.82637,,,
206322,36.68627,-77.56121,,,
20094,37.169066,-77.74358,,,
262874,36.668255,-76.93945,,,
16858,36.776189,-77.71289,,,
16348,36.576549,-77.88467,,,
505021,37.287869,-77.29359,,,
45505,36.907991,-76.89025,,,
36019,36.811276,-77.47496,,,
74071,36.722176,-77.81269,,,
42834,36.993498,-77.74687,,,
20253,36.610636,-77.10269,,,
271755,37.235949,-77.30259,,,
8551,36.951449,-77.82402,,,
25286,36.822024,-77.02404,,,
13431,36.584448,-77.58854,,,
40861,37.181764,-77.0026,,,
46902,36.928972,-77.41971,,,
55370,37.14051,-76.74342,,,
74790,37.191579,-77.56682,,,
9985,36.563755,-77.82652,,,
44820,36.963354,-76.98127,,,
9469,36.912369,-77.75239,,,
76396,37.005989,-77.09819,,,
6822,36.628802,-77.92817,,,
13149,37.127935,-77.83918,,,
12085,36.828831,-77.28288,,,
55286,36.836423,-76.83731,,,
242176,37.307946,-78.40144,,,
11317,36.694531,-78.28794,,,
49768,36.615944,-78.3102,,,
